"Title","City","Library","Collection","Number","High Resolution","Digitization","Pinakes","Local catalog","Century","Subject theme","Subject name","Script","Bibliographic note 1","Bibliographic note 2","Bibliographic link"
"BML Plut. 80.02","Florence","BML","Plut.","80.02","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000944865","http://pinakes.irht.cnrs.fr/notices/cote/id/16709","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000004361#page/113","11th","Law","","","","",""
"BML Plut. 80.03","Florence","BML","Plut.","80.03","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000946438","http://pinakes.irht.cnrs.fr/notices/cote/id/16710","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000004361#page/114","14th","Philosophy","Aristotle|anon.","","","",""
"BML Plut. 80.04","Florence","BML","Plut.","80.04","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000945613","http://pinakes.irht.cnrs.fr/notices/cote/id/16711","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000004361#page/114","14th","Law","","","","",""
"BML Plut. 80.05","Florence","BML","Plut.","80.05","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000946809","http://pinakes.irht.cnrs.fr/notices/cote/id/16712","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000004361#page/115","14th","Rhetoric|History|Philosophy","Plutarch","","","",""
"BML Plut. 80.06","Florence","BML","Plut.","80.06","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000952437","http://pinakes.irht.cnrs.fr/notices/cote/id/16713","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000004361#page/116","15th","Law","","","","",""
"BML Plut. 80.07","Florence","BML","Plut.","80.07","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000948978","http://pinakes.irht.cnrs.fr/notices/cote/id/16714","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000004361#page/120","15th","Philosophy","Plato","","","",""
"BML Plut. 80.08","Florence","BML","Plut.","80.08","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000949664","http://pinakes.irht.cnrs.fr/notices/cote/id/16715","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000004361#page/120","13th","Law","","","","",""
"BML Plut. 80.09","Florence","BML","Plut.","80.09","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000946099","http://pinakes.irht.cnrs.fr/notices/cote/id/16716","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000004361#page/123","11th","Philosophy","Proclus|Plato","Pre-bouletée","","",""
"BML Plut. 80.10","Florence","BML","Plut.","80.10","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000947754","http://pinakes.irht.cnrs.fr/notices/cote/id/16717","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000004361#page/124","14th","Law","","","","",""
"BML Plut. 80.11","Florence","BML","Plut.","80.11","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000948615","http://pinakes.irht.cnrs.fr/notices/cote/id/16718","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000004361#page/127","12th","Law","","","","",""
"BML Plut. 80.12","Florence","BML","Plut.","80.12","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000950475","http://pinakes.irht.cnrs.fr/notices/cote/id/16719","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000004361#page/127","14th","Law","","","","",""
"BML Plut. 80.13","Florence","BML","Plut.","80.13","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000951160","http://pinakes.irht.cnrs.fr/notices/cote/id/16720","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000004361#page/128","14th","","Xenophon","","","",""
"BML Plut. 80.14","Florence","BML","Plut.","80.14","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000949279","http://pinakes.irht.cnrs.fr/notices/cote/id/16721","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000004361#page/129","14th","","Xenophon","","","",""
"BML Plut. 80.15","Florence","BML","Plut.","80.15","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000953744","http://pinakes.irht.cnrs.fr/notices/cote/id/16722","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000004361#page/129","15th","Philosophy","Porphyry","","","",""
"BML Plut. 80.16","Florence","BML","Plut.","80.16","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000951553","http://pinakes.irht.cnrs.fr/notices/cote/id/16723","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000004361#page/130","15th","Law","","","","",""
"BML Plut. 80.17","Florence","BML","Plut.","80.17","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000953933","http://pinakes.irht.cnrs.fr/notices/cote/id/16724","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000004361#page/131","15th","Philosophy","Plato","","","",""
"BML Plut. 80.18","Florence","BML","Plut.","80.18","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000958168","http://pinakes.irht.cnrs.fr/notices/cote/id/16725","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000004361#page/131","14th","Law","","Barocca","","",""
"BML Plut. 80.19","Florence","BML","Plut.","80.19","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000951932","http://pinakes.irht.cnrs.fr/notices/cote/id/16726","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000004361#page/131","12th","Philosophy","Plato","","","",""
"BML Plut. 80.21","Florence","BML","Plut.","80.21","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000956024","http://pinakes.irht.cnrs.fr/notices/cote/id/16728","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000004361#page/132","15th","Rhetoric|History|Philosophy","Plutarch","","","",""
"BML Plut. 80.22","Florence","BML","Plut.","80.22","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000955345","http://pinakes.irht.cnrs.fr/notices/cote/id/16729","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000004361#page/132","14th","Rhetoric|History|Philosophy","Plutarch","","","",""
"BML Plut. 80.23","Florence","BML","Plut.","80.23","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000958101","http://pinakes.irht.cnrs.fr/notices/cote/id/16730","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000004361#page/133","15th","Astronomy","Theophrastus","","","",""
"BML Plut. 80.24","Florence","BML","Plut.","80.24","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000956631","http://pinakes.irht.cnrs.fr/notices/cote/id/16731","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000004361#page/134","15th","","Cicero|Maximus Planudes|Macrobius|Plethon","","","",""
"BML Plut. 80.25","Florence","BML","Plut.","80.25","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000959758","http://pinakes.irht.cnrs.fr/notices/cote/id/16732","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000004361#page/135","15th","Rhetoric|History|Philosophy","Plutarch","","","",""
"BML Plut. 80.26","Florence","BML","Plut.","80.26","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000957341","http://pinakes.irht.cnrs.fr/notices/cote/id/16733","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000004361#page/135","15th","","Cato|Maximus Planudes","","","",""
"BML Plut. 80.27","Florence","BML","Plut.","80.27","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000960466","http://pinakes.irht.cnrs.fr/notices/cote/id/16734","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000004361#page/135","15th","Philosophy","Plato","","","",""
"BML Plut. 80.28","Florence","BML","Plut.","80.20","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000954646","http://pinakes.irht.cnrs.fr/notices/cote/id/16727","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000004361#page/131","14th","Law","","","","",""
"BML Plut. 80.28","Florence","BML","Plut.","80.28","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000956882","http://pinakes.irht.cnrs.fr/notices/cote/id/16735","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000004361#page/135","15th","Rhetoric|History|Philosophy","Plutarch","","","",""
"BML Plut. 80.29","Florence","BML","Plut.","80.29","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000958513","http://pinakes.irht.cnrs.fr/notices/cote/id/16736","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000004361#page/136","15th","Rhetoric|History|Philosophy","Plutarch","","","",""
"BML Plut. 80.37","Florence","BML","Plut.","80.30","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000959415","http://pinakes.irht.cnrs.fr/notices/cote/id/16737","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000004361#page/136","15th","Rhetoric|History|Philosophy","Plutarch","","","",""
"BML Plut. 81.01","Florence","BML","Plut.","81.01","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000958976","http://pinakes.irht.cnrs.fr/notices/cote/id/16738","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000004361#page/137","12th","Philosophy","Aristotle","","","",""
"BML Plut. 81.02","Florence","BML","Plut.","81.02","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0001426289","http://pinakes.irht.cnrs.fr/notices/cote/id/16739","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=#page/","","Rhetoric","Dio Chrysostomus","","","",""
"BML Plut. 81.03","Florence","BML","Plut.","81.03","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000957714","http://pinakes.irht.cnrs.fr/notices/cote/id/16740","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000004361#page/138","15th","Philosophy","Eustratius|Aristotle","","","",""
"BML Plut. 81.04","Florence","BML","Plut.","81.04","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000960335","http://pinakes.irht.cnrs.fr/notices/cote/id/16741","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000004361#page/139","15th","Philosophy","Aristotle","","","",""
"BML Plut. 81.05","Florence","BML","Plut.","81.05","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000960170","http://pinakes.irht.cnrs.fr/notices/cote/id/16742","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000004361#page/139","15th","Philosophy","Aristotle","","","",""
"BML Plut. 81.06","Florence","BML","Plut.","81.06","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000959811","http://pinakes.irht.cnrs.fr/notices/cote/id/16743","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000004361#page/139","15th","Philosophy","Aristotle","","","",""
"BML Plut. 81.07","Florence","BML","Plut.","81.07","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000960822","http://pinakes.irht.cnrs.fr/notices/cote/id/16744","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000004361#page/139","15th","Philosophy","Aristotle","","","",""
"BML Plut. 81.08","Florence","BML","Plut.","81.08","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000961079","http://pinakes.irht.cnrs.fr/notices/cote/id/16745","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000004361#page/140","15th","Philosophy","Aristotle","","","",""
"BML Plut. 81.09","Florence","BML","Plut.","81.09","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000960555","http://pinakes.irht.cnrs.fr/notices/cote/id/16746","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000004361#page/140","15th","Philosophy","Aristotle","","","",""
"BML Plut. 81.10","Florence","BML","Plut.","81.10","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000961735","http://pinakes.irht.cnrs.fr/notices/cote/id/16747","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000004361#page/140","15th|16th","Philosophy","Aristotle","","","",""
"BML Plut. 81.11","Florence","BML","Plut.","81.11","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000961354","http://pinakes.irht.cnrs.fr/notices/cote/id/16748","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000004361#page/140","10th","Philosophy","Aristotle","","","",""
"BML Plut. 81.12","Florence","BML","Plut.","81.12","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000962485","http://pinakes.irht.cnrs.fr/notices/cote/id/16749","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000004361#page/140","15th","Philosophy","Aristotle","","","",""
"BML Plut. 81.13","Florence","BML","Plut.","81.13","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000962058","http://pinakes.irht.cnrs.fr/notices/cote/id/16750","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000004361#page/143","15th","Philosophy","Aristotle","","","",""
"BML Plut. 81.14","Florence","BML","Plut.","81.14","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000963406","http://pinakes.irht.cnrs.fr/notices/cote/id/16751","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000004361#page/143","15th","Philosophy","Aspasius|Aristotle","","","",""
"BML Plut. 81.15","Florence","BML","Plut.","81.15","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000962798","http://pinakes.irht.cnrs.fr/notices/cote/id/16752","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000004361#page/143","15th","Philosophy","Aristotle","","","",""
"BML Plut. 81.16","Florence","BML","Plut.","81.16","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000963972","http://pinakes.irht.cnrs.fr/notices/cote/id/16753","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000004361#page/144","15th","Philosophy","Aristotle","","","",""
"BML Plut. 81.17","Florence","BML","Plut.","81.17","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000965287","http://pinakes.irht.cnrs.fr/notices/cote/id/16754","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000004361#page/144","15th","Philosophy","Aristotle","","","",""
"BML Plut. 81.18","Florence","BML","Plut.","81.18","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000964755","http://pinakes.irht.cnrs.fr/notices/cote/id/16755","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000004361#page/144","14th","Philosophy","Aristotle","","","",""
"BML Plut. 81.19","Florence","BML","Plut.","81.19","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000963039","http://pinakes.irht.cnrs.fr/notices/cote/id/16756","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000004361#page/144","15th","Law","Constantine Harmenopoulos","","","",""
"BML Plut. 81.21","Florence","BML","Plut.","81.21","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000964207","http://pinakes.irht.cnrs.fr/notices/cote/id/16758","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000004361#page/146","15th","Philosophy","Aristotle","","","",""
"BML Plut. 81.22","Florence","BML","Plut.","81.22","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000963653","http://pinakes.irht.cnrs.fr/notices/cote/id/16759","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000004361#page/146","16th","Philosophy","Epictetus","","","",""
"BML Plut. 81.23","Florence","BML","Plut.","81.23","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000965064","http://pinakes.irht.cnrs.fr/notices/cote/id/16760","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000004361#page/147","15th","Philosophy","Boethius|Maximus Planudes","","","",""
"BML Plut. 81.28","Florence","BML","Plut.","81.20","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000964472","http://pinakes.irht.cnrs.fr/notices/cote/id/16757","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000004361#page/146","15th","Philosophy","Aristotle","","","",""
"BML Plut. 85.01","Florence","BML","Plut.","85.01","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0001506998","http://pinakes.irht.cnrs.fr/notices/cote/id/16761","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000004361#page/148","14th","Philosophy","Aristotle","","","",""
"BML Plut. 85.02","Florence","BML","Plut.","85.02","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000987461","http://pinakes.irht.cnrs.fr/notices/cote/id/16762","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000004361#page/153","13th","Philosophy","Simplicius|Aristotle","","","",""
"BML Plut. 85.03","Florence","BML","Plut.","85.03","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000987936","http://pinakes.irht.cnrs.fr/notices/cote/id/16763","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000004361#page/153","14th","Astronomy","Theophrastus","","","",""
"BML Plut. 85.04","Florence","BML","Plut.","85.04","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000991273","http://pinakes.irht.cnrs.fr/notices/cote/id/16764","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000004361#page/154","15th","Philosophy","Theodore Metochites|Aristotle","","","",""
"BML Plut. 85.05","Florence","BML","Plut.","85.05","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000989165","http://pinakes.irht.cnrs.fr/notices/cote/id/16765","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000004361#page/155","11th","Philosophy","Simplicius|Aristotle","","","",""
"BML Plut. 85.06","Florence","BML","Plut.","85.06","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000988656","http://pinakes.irht.cnrs.fr/notices/cote/id/16766","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000004361#page/155","12th","Philosophy","Plato","","","",""
"BML Plut. 85.07","Florence","BML","Plut.","85.07","No","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000989915","http://pinakes.irht.cnrs.fr/notices/cote/id/16767","http://teca.bmlonline.it/ImageViewer/servlet/ImageViewer?idr=TECA0000004361#page/156","15th","Philosophy","Plato","","","",""
